,id,date,group,average_mood
1222,AS14.24,2014-05-11,29,7.25
1223,AS14.24,2014-05-12,29,7.0
1224,AS14.24,2014-05-13,29,7.5
1225,AS14.24,2014-05-14,29,5.2
1226,AS14.24,2014-05-15,29,6.4
1227,AS14.24,2014-05-16,29,7.0
1228,AS14.24,2014-05-17,29,7.6
1229,AS14.24,2014-05-18,29,7.2
1230,AS14.24,2014-05-19,29,7.4
1231,AS14.24,2014-05-20,29,7.0
1232,AS14.24,2014-05-21,29,6.2
1233,AS14.24,2014-05-22,29,6.6
1234,AS14.24,2014-05-23,29,6.8
1235,AS14.24,2014-05-24,29,7.2
1236,AS14.24,2014-05-25,29,7.0
1237,AS14.24,2014-05-26,29,7.0
1238,AS14.24,2014-05-27,29,6.2
1239,AS14.24,2014-05-28,29,6.6
1240,AS14.24,2014-05-29,29,7.0
1241,AS14.24,2014-05-30,29,7.4
1242,AS14.24,2014-05-31,29,7.0
1243,AS14.24,2014-06-01,29,6.833333333333333
1244,AS14.24,2014-06-02,29,6.75
1245,AS14.24,2014-06-03,29,7.8
1246,AS14.24,2014-06-04,29,7.0
1247,AS14.24,2014-06-05,29,7.0
1248,AS14.24,2014-06-06,29,7.5
1249,AS14.24,2014-06-07,29,8.0
1250,AS14.24,2014-06-08,29,6.5
1296,AS14.25,2014-04-08,30,8.0
1297,AS14.25,2014-04-09,30,7.4
1298,AS14.25,2014-04-10,30,6.5
1299,AS14.25,2014-04-11,30,7.75
1300,AS14.25,2014-04-12,30,7.0
1301,AS14.25,2014-04-13,30,6.6
1302,AS14.25,2014-04-14,30,6.4
1303,AS14.25,2014-04-15,30,6.5
1304,AS14.25,2014-04-16,30,7.2
1305,AS14.25,2014-04-17,30,6.5
1306,AS14.25,2014-04-18,30,6.25
1307,AS14.25,2014-04-19,30,7.5
1308,AS14.25,2014-04-20,30,6.8
1309,AS14.25,2014-04-21,30,7.4
1310,AS14.25,2014-04-22,30,8.25
1311,AS14.25,2014-04-23,30,6.5
1312,AS14.25,2014-04-24,30,6.0
1313,AS14.25,2014-04-25,30,6.25
1314,AS14.25,2014-04-26,30,7.0
1315,AS14.25,2014-04-27,30,7.4
1316,AS14.25,2014-04-28,30,7.2
1317,AS14.25,2014-04-29,30,6.0
1318,AS14.25,2014-04-30,30,6.2
1319,AS14.25,2014-05-01,30,7.0
1320,AS14.25,2014-05-02,30,6.5
1321,AS14.25,2014-05-03,30,6.4
1322,AS14.25,2014-05-04,30,7.2
1323,AS14.25,2014-05-05,30,6.666666666666667
1358,AS14.26,2014-03-23,32,7.5
1359,AS14.26,2014-03-24,32,7.0
1360,AS14.26,2014-03-25,32,6.6
1361,AS14.26,2014-03-26,32,6.4
1362,AS14.26,2014-03-27,32,6.2
1363,AS14.26,2014-03-28,32,8.0
1364,AS14.26,2014-03-29,32,8.2
1365,AS14.26,2014-03-30,32,7.2
1366,AS14.26,2014-03-31,32,7.0
1367,AS14.26,2014-04-01,32,6.6
1368,AS14.26,2014-04-02,32,6.4
1369,AS14.26,2014-04-03,32,6.8
1370,AS14.26,2014-04-04,32,6.75
1371,AS14.26,2014-04-05,32,8.0
1372,AS14.26,2014-04-06,32,6.75
1373,AS14.26,2014-04-07,32,6.75
1374,AS14.26,2014-04-08,32,6.4
1375,AS14.26,2014-04-09,32,6.4
1376,AS14.26,2014-04-10,32,6.6
1377,AS14.26,2014-04-11,32,6.6
1378,AS14.26,2014-04-12,32,7.75
1379,AS14.26,2014-04-13,32,7.0
1380,AS14.26,2014-04-14,32,7.4
1381,AS14.26,2014-04-15,32,6.8
1382,AS14.26,2014-04-16,32,6.8
1383,AS14.26,2014-04-17,32,6.0
1384,AS14.26,2014-04-18,32,7.2
1385,AS14.26,2014-04-19,32,8.0
1386,AS14.26,2014-04-20,32,8.0
1387,AS14.26,2014-04-21,32,6.4
1388,AS14.26,2014-04-22,32,7.25
1389,AS14.26,2014-04-23,32,6.2
1390,AS14.26,2014-04-24,32,5.8
1391,AS14.26,2014-04-25,32,6.6
1392,AS14.26,2014-04-26,32,8.0
1393,AS14.26,2014-04-27,32,7.8
1394,AS14.26,2014-04-28,32,8.0
1395,AS14.26,2014-04-29,32,6.6
1396,AS14.26,2014-04-30,32,6.2
1397,AS14.26,2014-05-01,32,6.8
1398,AS14.26,2014-05-02,32,7.2
1399,AS14.26,2014-05-03,32,7.8
1400,AS14.26,2014-05-04,32,7.4
1401,AS14.26,2014-05-05,32,6.5
1403,AS14.26,2014-05-07,33,6.8
1404,AS14.26,2014-05-08,33,6.6
1405,AS14.26,2014-05-09,33,6.8
1406,AS14.26,2014-05-10,33,8.0
1407,AS14.26,2014-05-11,33,6.2
1408,AS14.26,2014-05-12,33,6.4
1409,AS14.26,2014-05-13,33,7.0
1410,AS14.26,2014-05-14,33,6.0
1411,AS14.26,2014-05-15,33,6.4
1412,AS14.26,2014-05-16,33,7.4
1413,AS14.26,2014-05-17,33,7.4
1414,AS14.26,2014-05-18,33,7.2
1415,AS14.26,2014-05-19,33,7.4
1416,AS14.26,2014-05-20,33,7.6
1417,AS14.26,2014-05-21,33,7.0
1418,AS14.26,2014-05-22,33,6.6
1419,AS14.26,2014-05-23,33,6.2
1420,AS14.26,2014-05-24,33,7.6
1421,AS14.26,2014-05-25,33,8.0
1422,AS14.26,2014-05-26,33,7.2
1423,AS14.26,2014-05-27,33,5.8
1424,AS14.26,2014-05-28,33,5.4
1425,AS14.26,2014-05-29,33,7.4
1426,AS14.26,2014-05-30,33,6.4
1464,AS14.27,2014-04-03,34,7.4
1465,AS14.27,2014-04-04,34,7.0
1466,AS14.27,2014-04-05,34,7.4
1467,AS14.27,2014-04-06,34,7.0
1468,AS14.27,2014-04-07,34,7.6
1469,AS14.27,2014-04-08,34,7.6
1470,AS14.27,2014-04-09,34,7.0
1471,AS14.27,2014-04-10,34,7.4
1472,AS14.27,2014-04-11,34,5.8
1473,AS14.27,2014-04-12,34,7.0
1474,AS14.27,2014-04-13,34,8.75
1475,AS14.27,2014-04-14,34,7.6
1476,AS14.27,2014-04-15,34,7.2
1477,AS14.27,2014-04-16,34,7.8
1478,AS14.27,2014-04-17,34,7.6
1479,AS14.27,2014-04-18,34,8.6
1480,AS14.27,2014-04-19,34,7.5
1481,AS14.27,2014-04-20,34,7.2
1482,AS14.27,2014-04-21,34,6.8
1483,AS14.27,2014-04-22,34,7.8
1484,AS14.27,2014-04-23,34,8.0
1485,AS14.27,2014-04-24,34,7.6
1486,AS14.27,2014-04-25,34,7.6
1487,AS14.27,2014-04-26,34,9.333333333333334
1488,AS14.27,2014-04-27,34,8.0
1489,AS14.27,2014-04-28,34,7.8
1490,AS14.27,2014-04-29,34,7.2
1491,AS14.27,2014-04-30,34,6.6
1492,AS14.27,2014-05-01,34,7.6
1493,AS14.27,2014-05-02,34,7.2
1494,AS14.27,2014-05-03,34,6.4
1495,AS14.27,2014-05-04,34,7.4
1496,AS14.27,2014-05-05,34,7.666666666666667
1498,AS14.27,2014-05-07,35,7.8
1499,AS14.27,2014-05-08,35,7.0
1500,AS14.27,2014-05-09,35,6.4
1501,AS14.27,2014-05-10,35,6.6
1502,AS14.27,2014-05-11,35,7.0
1503,AS14.27,2014-05-12,35,7.8
1504,AS14.27,2014-05-13,35,6.8
1505,AS14.27,2014-05-14,35,7.5
1506,AS14.27,2014-05-15,35,7.0
1526,AS14.28,2014-03-31,36,6.5
1527,AS14.28,2014-04-01,36,7.5
1528,AS14.28,2014-04-02,36,6.8
1529,AS14.28,2014-04-03,36,8.0
1530,AS14.28,2014-04-04,36,5.75
1531,AS14.28,2014-04-05,36,7.6
1532,AS14.28,2014-04-06,36,7.2
1533,AS14.28,2014-04-07,36,8.0
1534,AS14.28,2014-04-08,36,7.8
1535,AS14.28,2014-04-09,36,7.0
1536,AS14.28,2014-04-10,36,7.0
1537,AS14.28,2014-04-11,36,7.4
1538,AS14.28,2014-04-12,36,7.8
1539,AS14.28,2014-04-13,36,7.2
1540,AS14.28,2014-04-14,36,6.8
1541,AS14.28,2014-04-15,36,6.8
1542,AS14.28,2014-04-16,36,6.2
1543,AS14.28,2014-04-17,36,7.8
1544,AS14.28,2014-04-18,36,5.8
1545,AS14.28,2014-04-19,36,6.75
1546,AS14.28,2014-04-20,36,7.8
1547,AS14.28,2014-04-21,36,8.0
1548,AS14.28,2014-04-22,36,7.25
1549,AS14.28,2014-04-23,36,7.0
1550,AS14.28,2014-04-24,36,8.0
1551,AS14.28,2014-04-25,36,7.0
1552,AS14.28,2014-04-26,36,8.0
1553,AS14.28,2014-04-27,36,7.25
1554,AS14.28,2014-04-28,36,7.5
1555,AS14.28,2014-04-29,36,7.0
1556,AS14.28,2014-04-30,36,6.2
1557,AS14.28,2014-05-01,36,6.4
1558,AS14.28,2014-05-02,36,6.8
1559,AS14.28,2014-05-03,36,7.4
1560,AS14.28,2014-05-04,36,6.8
1561,AS14.28,2014-05-05,36,7.0
1594,AS14.29,2014-04-02,38,8.5
1595,AS14.29,2014-04-03,38,7.25
1596,AS14.29,2014-04-04,38,8.0
1597,AS14.29,2014-04-05,38,8.2
1598,AS14.29,2014-04-06,38,7.75
1599,AS14.29,2014-04-07,38,7.2
1600,AS14.29,2014-04-08,38,7.8
1601,AS14.29,2014-04-09,38,7.6
1602,AS14.29,2014-04-10,38,8.6
1603,AS14.29,2014-04-11,38,7.2
1604,AS14.29,2014-04-12,38,8.25
1605,AS14.29,2014-04-13,38,8.2
1606,AS14.29,2014-04-14,38,8.0
1607,AS14.29,2014-04-15,38,8.25
1608,AS14.29,2014-04-16,38,7.8
1609,AS14.29,2014-04-17,38,7.6
1610,AS14.29,2014-04-18,38,8.0
1611,AS14.29,2014-04-19,38,7.0
1612,AS14.29,2014-04-20,38,7.5
1613,AS14.29,2014-04-21,38,7.2
1614,AS14.29,2014-04-22,38,6.4
1615,AS14.29,2014-04-23,38,7.6
1616,AS14.29,2014-04-24,38,7.8
1617,AS14.29,2014-04-25,38,7.5
1618,AS14.29,2014-04-26,38,6.0
1619,AS14.29,2014-04-27,38,6.5
1620,AS14.29,2014-04-28,38,7.0
1621,AS14.29,2014-04-29,38,7.6
1622,AS14.29,2014-04-30,38,7.8
1623,AS14.29,2014-05-01,38,7.6
1629,AS14.29,2014-05-07,40,7.8
1630,AS14.29,2014-05-08,40,7.8
1631,AS14.29,2014-05-09,40,7.4
1632,AS14.29,2014-05-10,40,7.0
1633,AS14.29,2014-05-11,40,7.0
1634,AS14.29,2014-05-12,40,7.6
1635,AS14.29,2014-05-13,40,8.2
1636,AS14.29,2014-05-14,40,7.6
1637,AS14.29,2014-05-15,40,6.0
1661,AS14.30,2014-03-20,41,7.0
1662,AS14.30,2014-03-21,41,7.8
1663,AS14.30,2014-03-22,41,7.6
1664,AS14.30,2014-03-23,41,7.8
1665,AS14.30,2014-03-24,41,7.8
1666,AS14.30,2014-03-25,41,8.0
1667,AS14.30,2014-03-26,41,6.8
1668,AS14.30,2014-03-27,41,7.75
1669,AS14.30,2014-03-28,41,7.8
1670,AS14.30,2014-03-29,41,8.4
1671,AS14.30,2014-03-30,41,7.6
1672,AS14.30,2014-03-31,41,7.6
1673,AS14.30,2014-04-01,41,7.8
1674,AS14.30,2014-04-02,41,7.6
1675,AS14.30,2014-04-03,41,8.0
1676,AS14.30,2014-04-04,41,7.8
1677,AS14.30,2014-04-05,41,8.0
1678,AS14.30,2014-04-06,41,8.0
1679,AS14.30,2014-04-07,41,7.6
1680,AS14.30,2014-04-08,41,7.8
1681,AS14.30,2014-04-09,41,7.75
1682,AS14.30,2014-04-10,41,8.2
1683,AS14.30,2014-04-11,41,7.666666666666667
1684,AS14.30,2014-04-12,41,7.8
1685,AS14.30,2014-04-13,41,7.2
1686,AS14.30,2014-04-14,41,7.75
1687,AS14.30,2014-04-15,41,7.6
1688,AS14.30,2014-04-16,41,8.4
1689,AS14.30,2014-04-17,41,7.6
1690,AS14.30,2014-04-18,41,7.4
1691,AS14.30,2014-04-19,41,7.8
1692,AS14.30,2014-04-20,41,7.75
1693,AS14.30,2014-04-21,41,7.8
1694,AS14.30,2014-04-22,41,8.0
1695,AS14.30,2014-04-23,41,7.6
1696,AS14.30,2014-04-24,41,8.2
1697,AS14.30,2014-04-25,41,7.5
1698,AS14.30,2014-04-26,41,7.8
1699,AS14.30,2014-04-27,41,7.8
1700,AS14.30,2014-04-28,41,8.0
1701,AS14.30,2014-04-29,41,8.0
1702,AS14.30,2014-04-30,41,7.8
1703,AS14.30,2014-05-01,41,8.2
1704,AS14.30,2014-05-02,41,8.0
1705,AS14.30,2014-05-03,41,7.8
1706,AS14.30,2014-05-04,41,7.8
1707,AS14.30,2014-05-05,41,8.0
1742,AS14.31,2014-04-02,42,6.666666666666667
1743,AS14.31,2014-04-03,42,6.6
1744,AS14.31,2014-04-04,42,6.8
1745,AS14.31,2014-04-05,42,7.4
1746,AS14.31,2014-04-06,42,6.6
1747,AS14.31,2014-04-07,42,6.6
1748,AS14.31,2014-04-08,42,7.0
1749,AS14.31,2014-04-09,42,7.0
1750,AS14.31,2014-04-10,42,7.2
1751,AS14.31,2014-04-11,42,7.8
1752,AS14.31,2014-04-12,42,7.0
1753,AS14.31,2014-04-13,42,6.8
1754,AS14.31,2014-04-14,42,6.2
1755,AS14.31,2014-04-15,42,7.0
1756,AS14.31,2014-04-16,42,6.75
1757,AS14.31,2014-04-17,42,7.0
1758,AS14.31,2014-04-18,42,6.8
1759,AS14.31,2014-04-19,42,7.8
1760,AS14.31,2014-04-20,42,8.0
1761,AS14.31,2014-04-21,42,6.4
1762,AS14.31,2014-04-22,42,7.0
1763,AS14.31,2014-04-23,42,7.0
1764,AS14.31,2014-04-24,42,6.5
1765,AS14.31,2014-04-25,42,7.0
1766,AS14.31,2014-04-26,42,7.0
1767,AS14.31,2014-04-27,42,7.4
1768,AS14.31,2014-04-28,42,6.8
1769,AS14.31,2014-04-29,42,7.0
1770,AS14.31,2014-04-30,42,7.0
1771,AS14.31,2014-05-01,42,7.0
1772,AS14.31,2014-05-02,42,7.0
1773,AS14.31,2014-05-03,42,7.4
1774,AS14.31,2014-05-04,42,7.2
1775,AS14.31,2014-05-05,42,7.0
1776,AS14.31,2014-05-07,43,6.75
1777,AS14.31,2014-05-08,43,7.0
1778,AS14.31,2014-05-09,43,7.0
1779,AS14.31,2014-05-10,43,7.333333333333333
1780,AS14.31,2014-05-11,43,7.0
1781,AS14.31,2014-05-12,43,7.0
1782,AS14.31,2014-05-13,43,7.0
1783,AS14.31,2014-05-14,43,7.0
1784,AS14.31,2014-05-15,43,7.0
1828,AS14.32,2014-04-01,44,8.0
1829,AS14.32,2014-04-02,44,7.0
1830,AS14.32,2014-04-03,44,8.0
1831,AS14.32,2014-04-04,44,8.0
1832,AS14.32,2014-04-05,44,8.4
1833,AS14.32,2014-04-06,44,7.6
1834,AS14.32,2014-04-07,44,7.0
1835,AS14.32,2014-04-08,44,7.8
1836,AS14.32,2014-04-09,44,7.333333333333333
1837,AS14.32,2014-04-10,44,8.25
1838,AS14.32,2014-04-11,44,7.666666666666667
1839,AS14.32,2014-04-12,44,8.6
1840,AS14.32,2014-04-13,44,8.0
1841,AS14.32,2014-04-14,44,7.5
1842,AS14.32,2014-04-15,44,8.0
1843,AS14.32,2014-04-16,44,8.5
1844,AS14.32,2014-04-17,44,8.5
1845,AS14.32,2014-04-18,44,7.0
1854,AS14.32,2014-04-27,47,7.0
1855,AS14.32,2014-04-28,47,7.5
1856,AS14.32,2014-04-29,47,8.0
1857,AS14.32,2014-04-30,47,7.0
1858,AS14.32,2014-05-01,47,7.0
1859,AS14.32,2014-05-02,47,7.25
1860,AS14.32,2014-05-03,47,7.5
1861,AS14.32,2014-05-04,47,8.666666666666666
1862,AS14.32,2014-05-05,47,7.0
1864,AS14.32,2014-05-07,48,6.0
1865,AS14.32,2014-05-08,48,6.0
1866,AS14.32,2014-05-09,48,7.75
1867,AS14.32,2014-05-10,48,7.25
1868,AS14.32,2014-05-11,48,7.2
1869,AS14.32,2014-05-12,48,7.2
1927,AS14.33,2014-04-16,49,7.0
1928,AS14.33,2014-04-17,49,7.2
1929,AS14.33,2014-04-18,49,7.4
1930,AS14.33,2014-04-19,49,7.666666666666667
1931,AS14.33,2014-04-20,49,7.4
1932,AS14.33,2014-04-21,49,7.2
1933,AS14.33,2014-04-22,49,6.2
1934,AS14.33,2014-04-23,49,5.2
1935,AS14.33,2014-04-24,49,7.0
1936,AS14.33,2014-04-25,49,8.4
1937,AS14.33,2014-04-26,49,7.6
1938,AS14.33,2014-04-27,49,6.2
1939,AS14.33,2014-04-28,49,6.75
1940,AS14.33,2014-04-29,49,6.2
1941,AS14.33,2014-04-30,49,6.4
1942,AS14.33,2014-05-01,49,7.0
1948,AS14.33,2014-05-07,51,5.0
1949,AS14.33,2014-05-08,51,6.6
1950,AS14.33,2014-05-09,51,4.8
1951,AS14.33,2014-05-10,51,7.6
1952,AS14.33,2014-05-11,51,6.0
1953,AS14.33,2014-05-12,51,6.0
1954,AS14.33,2014-05-13,51,5.0
1955,AS14.33,2014-05-14,51,6.833333333333333
1956,AS14.33,2014-05-15,51,6.0
1957,AS14.33,2014-05-16,51,7.0
1958,AS14.33,2014-05-17,51,6.0
1959,AS14.33,2014-05-18,51,6.0
1960,AS14.33,2014-05-19,51,6.2
1961,AS14.33,2014-05-20,51,6.25
1962,AS14.33,2014-05-21,51,6.0
1963,AS14.33,2014-05-22,51,5.75
1964,AS14.33,2014-05-23,51,5.833333333333333
1965,AS14.33,2014-05-24,51,6.4
1966,AS14.33,2014-05-25,51,6.25
1967,AS14.33,2014-05-26,51,5.4
1968,AS14.33,2014-05-27,51,6.2
1969,AS14.33,2014-05-28,51,8.2
1970,AS14.33,2014-05-29,51,7.0
1971,AS14.33,2014-05-30,51,6.8
1972,AS14.33,2014-05-31,51,7.0
